gene_id	gene_symbol	count	tfidf	rank_tfidf
1280	COL2A1	793	4.6627213846589965	1
1278	COL1A2	58	0.3243175472608407	2
1277	COL1A1	50	0.25209523887540913	3
2200	FBN1	19	0.1114400805497161	4
7471	WNT1	14	0.08155512445716546	5
56729	RETN	9	0.048872432308181876	6
6351	CCL4	9	0.04408457196288628	7
650	BMP2	9	0.043427450802396565	8
3627	CXCL10	10	0.04315144284862416	9
6347	CCL2	11	0.04095115185480259	10
3596	IL13	9	0.03772974610419468	11
597	BCL2A1	7	0.03595297984374337	12
6352	CCL5	8	0.03543540366568163	13
3593	IL12B	9	0.035042407039847644	14
1311	COMP	5	0.03284242627995703	15
