gene_id	gene_symbol	count	tfidf	rank_tfidf
5447	POR	486	0.977133601305171	1
367	AR	427	0.6039704465601725	2
6716	SRD5A2	185	0.42530480375493257	3
268	AMH	132	0.23167676097257178	4
2516	NR5A1	86	0.17530325907246036	5
5443	POMC	128	0.17068129105056543	6
128674	PROKR2	68	0.16765168886807427	7
1583	CYP11A1	78	0.16005702102862018	8
6662	SOX9	86	0.1444906213433635	9
2796	GNRH1	90	0.13950771468890216	10
3730	ANOS1	60	0.1392758912616798	11
1586	CYP17A1	70	0.1350234230550468	12
6736	SRY	68	0.1321175120215002	13
10682	EBP	55	0.13060114241162943	14
2157	F8	71	0.1282245713069446	15
7536	SF1	59	0.1236395225108996	16
1588	CYP19A1	78	0.12358587668412173	17
4214	MAP3K1	54	0.10977004464634893	18
1555	CYP2B6	63	0.1092636697331599	19
3293	HSD17B3	44	0.10810962840102549	20
3973	LHCGR	44	0.09171356588943552	21
10815	CPLX1	31	0.08098387850268828	22
2260	FGFR1	47	0.07915256017247521	23
7490	WT1	39	0.06531084570895354	24
1589	CYP21A2	31	0.06467400894172462	25
11168	PSIP1	28	0.05989760876139309	26
1576	CYP3A4	39	0.056533957177789064	27
55636	CHD7	24	0.05247043561982016	28
93659	CGB5	27	0.0468390741408036	29
6770	STAR	21	0.04132056119806844	30
150094	SIK1	20	0.04074340671492713	31
2263	FGFR2	23	0.04018509436706398	32
54756	IL17RD	14	0.03555560761708812	33
54205	CYCS	26	0.03501037818592759	34
9394	HS6ST1	13	0.03452270160402563	35
4879	NPPB	23	0.034401186116005754	36
1528	CYB5A	15	0.03234416269047362	37
3342	HTC2	15	0.030024039484840594	38
7001	PRDX2	14	0.03001657959791268	39
2618	GART	12	0.029143219182855073	40
1081	CGA	13	0.02861508694610021	41
1595	CYP51A1	12	0.02707076309846057	42
58478	ENOPH1	9	0.026738874026000403	43
3858	KRT10	13	0.026615960324237714	44
1511	CTSG	15	0.026283054504572426	45
1584	CYP11B1	12	0.026073270553996476	46
84634	KISS1R	11	0.025338561802369902	47
4051	CYP4F3	16	0.02304468084521546	48
347	APOD	10	0.022225629395312568	49
1565	CYP2D6	13	0.021626244822819118	50
1585	CYP11B2	10	0.02159802785225587	51
627	BDNF	15	0.02051927989894069	52
10858	CYP46A1	8	0.019966406508952858	53
190	NR0B1	9	0.0188136781653623	54
2952	GSTT1	9	0.017730787552854958	55
4128	MAOA	9	0.017015383241962296	56
920	CD4	19	0.016314863443699586	57
10178	TENM1	12	0.015570161457729298	58
6303	SAT1	7	0.015170393169357994	59
3630	INS	18	0.014378538760466854	60
6281	S100A10	7	0.014307239427599516	61
6663	SOX10	7	0.013362627511293117	62
8822	FGF17	5	0.013293228660533918	63
2995	GYPC	6	0.013212622094588582	64
5727	PTCH1	7	0.013007712046428605	65
10371	SEMA3A	6	0.01291559373578365	66
351	APP	11	0.012897812471411784	67
55335	NIPSNAP3B	4	0.01231428106120818	68
6870	TACR3	5	0.012076406227702013	69
1544	CYP1A2	7	0.012027138267646988	70
60675	PROK2	5	0.011515825992215163	71
6462	SHBG	7	0.011487473172587742	72
9520	NPEPPS	7	0.011332895785760267	73
860	RUNX2	7	0.011279580983162644	74
266	AMELY	4	0.011270565285097468	75
