gene_id	gene_symbol	count	tfidf	rank_tfidf
55906	ZC4H2	244	0.6121209206901856	1
9325	TRIP4	153	0.3559833028534694	2
9427	ECEL1	122	0.29499782858179463	3
4604	MYBPC1	118	0.2737042493299946	4
7169	TPM2	136	0.2672016332844731	5
4621	MYH3	111	0.23667193782447207	6
23345	SYNE1	121	0.22871740289533216	7
63895	PIEZO2	105	0.2151501713062729	8
342035	GLDN	90	0.2126502596858069	9
59341	TRPV4	118	0.20535760406230366	10
7136	TNNI2	83	0.1895418468658794	11
4607	MYBPC3	102	0.17934491253893475	12
1861	TOR1A	94	0.16788826697491932	13
27145	FILIP1	64	0.15681293195567936	14
79784	MYH14	119	0.15327816647405026	15
51008	ASCC1	67	0.14975651791193942	16
8506	CNTNAP1	76	0.14766651847947146	17
23299	BICD2	64	0.1398083230828816	18
2733	GLE1	59	0.13469891654706231	19
6323	SCN1A	71	0.12232314177874802	20
2201	FBN2	64	0.12188925490854671	21
7273	TTN	80	0.12082806910479023	22
1146	CHRNG	48	0.11329197242409451	23
132243	H1-8	42	0.08687677880566601	24
57187	THOC2	34	0.07817526514977595	25
6329	SCN4A	38	0.07304301626748286	26
54551	MAGEL2	29	0.06388839264094257	27
6616	SNAP25	38	0.06298968748490134	28
3010	H1-6	30	0.06167430535617529	29
2217	FCGRT	33	0.057623118728632454	30
5058	PAK1	33	0.05486163239967381	31
1213	CLTC	30	0.05423740734549225	32
2902	GRIN1	33	0.0541564743614031	33
3508	IGHMBP2	22	0.04959059438806656	34
5913	RAPSN	23	0.04774455997802697	35
190	NR0B1	27	0.047719170115984505	36
6606	SMN1	33	0.04676204549567895	37
7140	TNNT3	20	0.044654506242259494	38
163175	LGI4	17	0.043352012107960435	39
23095	KIF1B	21	0.04267900075085931	40
2617	GARS1	21	0.041017785883842466	41
2316	FLNA	24	0.04076337119797837	42
4593	MUSK	22	0.04004823951059379	43
857	CAV1	27	0.03791871654015159	44
3024	H1-1	24	0.0376120844832278	45
118429	ANTXR2	17	0.03704339652115672	46
1140	CHRNB1	15	0.03465801683835957	47
1769	DNAH8	27	0.03430836237883971	48
538	ATP7A	18	0.032721810611823166	49
1778	DYNC1H1	16	0.031571818391739906	50
