gene_id	gene_symbol	count	tfidf	rank_tfidf
3784	KCNQ1	3278	2.1952435075799985	1
775	CACNA1C	1867	1.266771471572968	2
3757	KCNH2	755	0.4677121650428229	3
3753	KCNE1	478	0.36869445740770473	4
6331	SCN5A	284	0.1850276899373518	5
10280	SIGMAR1	177	0.14411253402555527	6
80025	PANK2	161	0.13688337876150425	7
1020	CDK5	152	0.09918946153883736	8
9132	KCNQ4	92	0.07946205621079745	9
11238	CA5B	86	0.07880208759995079	10
2669	GEM	97	0.07607878489990293	11
760	CA2	105	0.062143173307703824	12
54205	CYCS	129	0.06017940854246379	13
9992	KCNQ1	68	0.056635000761550654	14
54795	TRPM4	69	0.056350278474430394	15
5725	PTBP1	75	0.05163311340944265	16
5348	FXYD1	55	0.049152826274664406	17
23001	WDFY3	48	0.04332290484836209	18
801	CALM1	75	0.042023899945217276	19
3759	KCNQ1	57	0.0417789370514502	20
6262	RYR2	59	0.03879848393947654	21
779	CACNA1S	45	0.03502442756524999	22
10142	AKAP9	41	0.03341361791271164	23
859	KCNQ1	39	0.02928745679115553	24
3077	HFE	40	0.027698371604605664	25
28817	IGLV2-8	30	0.027323909503353772	26
287	KCNQ1	31	0.025015002153008878	27
387	RHOA	44	0.023652877465842076	28
8851	CDK5R1	31	0.023200221129663686	29
64919	BCL11B	30	0.02272499307622126	30
7054	TH	42	0.022366777483939733	31
6330	KCNQ1	24	0.02129989961075289	32
25861	WHRN	23	0.021015271799513267	33
23314	SATB2	28	0.020983748731020206	34
858	CAV2	28	0.020444492698218117	35
9722	NOS1AP	23	0.02013114686884346	36
117531	TMC1	22	0.019664651305818494	37
6640	KCNQ1	22	0.019518322271697874	38
253980	KCTD13	20	0.019242554563564412	39
5199	CFP	26	0.018146792498444437	40
4609	MYC	45	0.01702393979202152	41
58155	PTBP2	19	0.016315362359914435	42
1385	CREB1	30	0.015921406389874434	43
468	ATF4	26	0.015827938285487633	44
3783	KCNN4	20	0.01509284901207493	45
7980	TFPI2	18	0.013767319116873102	46
597	BCL2A1	23	0.013543778881940851	47
6196	RPS6KA2	17	0.012920121832142903	48
4137	MAPT	29	0.012892389328325928	49
3630	INS	45	0.012453445136727864	50
4594	MMUT	18	0.012379117423080248	51
1482	NKX2-5	17	0.011912905229228615	52
6853	MRX50	15	0.01089217642872421	53
2078	ERG	18	0.010891446544055307	54
4607	MYBPC3	15	0.010807294409052806	55
4133	MAP2	17	0.01064746508027879	56
4204	MECP2	16	0.01016741955593489	57
845	CASQ2	12	0.010032705856461687	58
776	CACNA1D	13	0.010016271226695855	59
2597	GAPDH	28	0.009938167053699579	60
857	CAV1	17	0.009783080338108338	61
3762	KCNJ5	12	0.009778751115498648	62
112476	PRRT2	20	0.009633034381147938	63
351	APP	23	0.009342991628550172	64
9314	KLF4	16	0.009196233080531033	65
6657	SOX2	18	0.00912097653093277	66
781	CACNA2D1	10	0.00850819066404495	67
2520	GAST	14	0.008295324071588393	68
2706	GJB2	12	0.00822198868495804	69
221833	SP8	9	0.008056240002552777	70
1287	COL4A5	10	0.007870142864344237	71
26766	RNU105C	8	0.007824529737446469	72
3752	KCND3	10	0.007794320117189723	73
4625	MYH7	11	0.007711888355048424	74
140679	SLC32A1	9	0.007433237565051086	75
2571	GAD1	12	0.007376384967557948	76
4842	NOS1	12	0.007367723435583646	77
2290	FOXG1	10	0.007362845527220166	78
28809	IGLV3-1	7	0.00710277947689054	79
3741	KCNA5	9	0.0069751368767271	80
5460	POU5F1	13	0.006760764908833528	81
805	CALM2	8	0.0066642997325074265	82
6430	SRSF5	8	0.006479685563490055	83
1807	DPYS	7	0.006342939240832044	84
5080	PAX6	10	0.0063340499325937015	85
57158	JPH2	7	0.006321617079438772	86
10008	KCNE3	7	0.006193842946148394	87
818	CAMK2G	10	0.006192480378756753	88
8941	CDK5R2	7	0.006143708228078004	89
2353	FOS	12	0.006140009167682815	90
3930	LBR	9	0.00602748790736488	91
23435	TARDBP	10	0.0059972862689328076	92
79139	DERL1	7	0.005995554073541055	93
3764	KCNJ8	7	0.005852411749602652	94
3756	KCNH1	7	0.005797052100884947	95
10243	GPHN	7	0.005684859968807602	96
85366	MYLK2	6	0.0056482431495103805	97
5318	PKP2	7	0.005494531284684177	98
6426	SRSF1	8	0.005492764213456354	99
79784	MYH14	10	0.005278009516854441	100
