gene_id	gene_symbol	count	tfidf	rank_tfidf
5340	PLG	40	1.665826627937842	1
5345	SERPINF2	27	1.5129947535599788	2
2244	FGB	16	0.5270965184940772	3
462	SERPINC1	11	0.47618930736202103	4
5055	SERPINB2	7	0.410806867159067	5
2147	F2	9	0.2965481749654393	6
710	SERPING1	3	0.16874476023058008	7
5328	PLAU	3	0.1312182108218795	8
5320	PLA2G2A	2	0.11725880530556855	9
5972	REN	3	0.10079951323578851	10
5319	PLA2G1B	2	0.08991280103983967	11
5054	SERPINE1	2	0.0821684974806587	12
716	C1S	1	0.05806972221197837	13
8850	KAT2B	1	0.05370159411147235	14
5327	PLAT	1	0.04092859930900563	15
1636	ACE	1	0.039308835171551974	16
183	AGT	1	0.037379769307008516	17
213	ALB	1	0.02636327883172513	18
