gene_id	gene_symbol	count	tfidf	rank_tfidf
27	ABL2	47	2.070150187898852	1
10157	AASS	31	1.959065758663192	2
123096	SLC25A29	19	1.2559982897048498	3
2746	GLUD1	12	0.5590326083251088	4
10166	SLC25A15	9	0.5077898218487371	5
6390	SDHB	9	0.3783174175436574	6
5009	OTC	7	0.325283751261098	7
3418	IDH2	8	0.32520334949657914	8
445	ASS1	5	0.2364818368702349	9
501	ALDH7A1	3	0.14085210606328324	10
291	SLC25A4	2	0.1052588849347318	11
3417	IDH1	2	0.06966845773919296	12
79751	SLC25A22	1	0.05753383654654296	13
83733	SLC25A18	1	0.05676741947482153	14
10165	SLC25A13	1	0.055520227965743726	15
435	ASL	1	0.05139156494700834	16
1351	COX8A	1	0.03936077372617208	17
23636	NUP62	1	0.03774014666719541	18
1356	CP	1	0.03456869703132362	19
