gene_id	gene_symbol	count	tfidf	rank_tfidf
4563	TRNG	636	0.22060117614696403	1
5428	POLG	472	0.19470647175715286	2
26291	FGF21	476	0.18672311021895802	3
6834	SURF1	300	0.15429149952880528	4
4508	ATP6	320	0.13872916003445213	5
54968	TMEM70	244	0.13848289390540244	6
7156	TOP3A	249	0.12825583027039988	7
6901	TAZ	320	0.11947987600368631	8
1892	ECHS1	219	0.11265162463072168	9
617	BCS1L	209	0.10270027994065475	10
1351	COX8A	288	0.10160785859788148	11
9518	GDF15	265	0.10018096911735798	12
4567	TRNL1	179	0.08939173881774812	13
119559	SFXN4	137	0.08177443577087913	14
4536	ND2	178	0.07946489348015727	15
4535	ND1	188	0.07838969918730103	16
91137	SLC25A46	137	0.0775432785776371	17
4976	OPA1	181	0.07170875433334611	18
57038	RARS2	121	0.06700501965360244	19
4538	ND4	145	0.0640551156802464	20
51095	TRNT1	117	0.06400238094102795	21
4541	ND6	125	0.05618890327827828	22
11232	POLG2	100	0.05270944314372864	23
28976	ACAD9	96	0.05162764721549506	24
10531	PITRM1	93	0.04740120594278742	25
6390	SDHB	122	0.0459668603805102	26
1327	COX4I1	109	0.04514729666497913	27
4509	ATP8	96	0.04500627885534685	28
4519	CYTB	116	0.04378334537546393	29
4540	ND5	98	0.04364439026271005	30
7019	TFAM	109	0.042808444338001954	31
1431	CS	140	0.042780741673056524	32
50484	RRM2B	88	0.04216705842493031	33
65260	COA7	68	0.04117235005237937	34
9131	AUNX1	105	0.04076154349107306	35
51079	NDUFA13	80	0.0404755454864286	36
10059	DNM1L	102	0.03978470742250841	37
54205	CYCS	146	0.03952292755194758	38
760	CA2	115	0.039494808600915504	39
22868	FASTKD2	66	0.03786370728431635	40
2395	FXN	86	0.03737965995584687	41
6389	SDHA	92	0.03719904202331095	42
84705	GTPBP3	65	0.03696434001976727	43
55750	AGK	71	0.03681986566237686	44
4714	NDUFB8	74	0.03661912764325016	45
84947	SERAC1	63	0.03642075143575848	46
91574	C12ORF65	60	0.03495650709045693	47
4724	NDUFS4	68	0.034691349645122896	48
57176	VARS2	61	0.0344478926086811	49
100303755	PET117	54	0.03409915478155861	50
7084	TK2	69	0.03396520838312038	51
85476	GFM1	74	0.03380177618764822	52
6687	SPG7	69	0.03353185772966941	53
4537	ND3	70	0.033181612330645684	54
137682	NDUFAF6	55	0.03178106589845896	55
54704	PDP1	79	0.03156915459319405	56
55005	RMND1	51	0.030327990034191062	57
291	SLC25A4	63	0.029719431853161806	58
9377	COX5A	60	0.02966583735717881	59
79731	NARS2	52	0.02924635311845431	60
55699	IARS2	52	0.02875947039615389	61
9997	SCO2	58	0.02840940787183355	62
56652	TWNK	56	0.027661295837603843	63
10128	LRPPRC	58	0.027483682593326383	64
10229	COQ7	49	0.027100270180991166	65
131118	DNAJC19	49	0.02677427220324425	66
4512	COX1	83	0.026676179583935474	67
5563	PRKAA2	82	0.026418455950057314	68
1763	DNA2	55	0.02568222305052588	69
2934	GSN	64	0.02566584952275141	70
9054	NFS1	49	0.024615891094838114	71
9927	MFN2	63	0.024506733547388176	72
4566	TRNK	47	0.024160248830241076	73
3028	HSD17B10	50	0.023944877004420453	74
56997	COQ8A	43	0.022863661035917134	75
7416	VDAC1	57	0.02265112328892158	76
1890	TYMP	55	0.022505524688773138	77
2617	GARS1	48	0.02229302667662095	78
3630	INS	138	0.02216124373071027	79
1716	DGUOK	43	0.02176835642293683	80
9361	LONP1	46	0.021349668177597366	81
10939	AFG3L2	40	0.020721427663001807	82
63899	NSUN3	37	0.020636336864240636	83
4513	COX2	72	0.02056050917847903	84
4514	COX3	45	0.020273080887211456	85
4358	MPV17	38	0.020187317733807768	86
5160	PDHA1	44	0.020183208922710142	87
91647	ATPAF2	34	0.019859167275587702	88
23345	SYNE1	44	0.019776134015567486	89
246	ALOX15	49	0.01963559747611493	90
10891	PPARGC1A	61	0.019529532109120774	91
51025	PAM16	33	0.019463134827350858	92
3960	LGALS4	50	0.019360308605140892	93
3313	HSPA9	44	0.01875903572870339	94
55863	TMEM126B	30	0.018273832179614646	95
4709	NDUFB3	42	0.018178789669470726	96
116447	TOP1MT	32	0.01811229864587144	97
4747	NEFL	47	0.01795094588036483	98
4205	MEF2A	43	0.01766099084245581	99
7386	UQCRFS1	34	0.0173402588389541	100
