gene_id	gene_symbol	count	tfidf	rank_tfidf
538	ATP7A	3385	2.4178175294985307	1
540	ATP7B	804	0.5619945940850323	2
1356	CP	645	0.3302471336906901	3
475	ATOX1	323	0.26307330910779186	4
4015	LOX	344	0.2079831744701002	5
23400	ATP13A2	237	0.18063221967814197	6
2230	FDX1	125	0.10075874681623162	7
6647	SOD1	228	0.09991975933606087	8
150684	COMMD1	109	0.09484111325258172	9
1317	SLC31A1	124	0.09423310292096801	10
1621	DBH	144	0.09075913544214262	11
8140	SLC7A5	131	0.08865080973913494	12
6622	SNCA	186	0.08795228963175254	13
351	APP	210	0.08179760956089546	14
3181	HNRNPA2B1	116	0.07676323867838071	15
1769	DNAH8	146	0.07289355104134233	16
285362	SUMF1	83	0.07214539297981032	17
9973	CCS	90	0.07072896371042049	18
7299	TYR	116	0.06364848316245188	19
799	CALCR	82	0.057431640038567655	20
2745	GLRX	61	0.04326949449780386	21
2006	ELN	84	0.04224561030736725	22
472	ATM	83	0.03964186531078486	23
3034	HAL	63	0.03796808959910577	24
9843	HEPH	46	0.03737756564758716	25
1351	COX8A	49	0.02856643458378763	26
4095	MAFD1	31	0.028411754080882493	27
4361	MRE11	45	0.027940525378839662	28
5066	PAM	37	0.027341827886929806	29
4891	SLC11A2	39	0.027279239979911826	30
10063	COX17	30	0.025676103828189818	31
1318	SLC31A2	29	0.025554253175636168	32
57817	HAMP	42	0.02488035706028761	33
6341	SCO1	28	0.02455298729398856	34
9997	SCO2	30	0.02428178397648737	35
30061	SLC40A1	32	0.02315781723362735	36
8201	MLRL	25	0.022736515572124714	37
10618	TGOLN2	29	0.022419092376948616	38
56259	CTNNBL1	26	0.020563363235889524	39
23643	LY96	30	0.02027524592994915	40
6649	SOD3	27	0.01906138111983696	41
5831	PYCR1	23	0.01863292800754946	42
331	XIAP	32	0.01854798003327059	43
3077	HFE	27	0.017927560798849426	44
51312	SLC25A37	19	0.01613652785722712	45
23545	ATP6V0A2	20	0.015608921116038035	46
7018	TF	34	0.015493623037259933	47
1353	COX11	17	0.015428865791389452	48
250	ALPP	32	0.015302579409409435	49
54802	TRIT1	17	0.015286395109658088	50
