gene_id	gene_symbol	count	tfidf	rank_tfidf
8029	CUBN	838	0.9889261320234047	1
81693	AMN	575	0.7692603570810308	2
1200	TPP1	270	0.2957590402628182	3
2694	CBLIF	254	0.26757568166301926	4
64581	CLEC7A	177	0.17977449832520098	5
3439	IFNA1	236	0.14860640795903376	6
7015	TERT	143	0.11234086950648593	7
9970	NR1I3	110	0.09268023794242554	8
25913	POT1	74	0.08135235902962365	9
6955	TRA	67	0.07453765617761697	10
6447	SCG5	54	0.06944317297454457	11
3456	IFNB1	91	0.06677111134191585	12
213	ALB	135	0.06472783369971664	13
367	AR	90	0.06381817731669522	14
1576	CYP3A4	87	0.06322343747477965	15
3458	IFNG	132	0.06293389516922894	16
4015	LOX	65	0.059306083673892854	17
1401	CRP	131	0.0569970918725083	18
5806	PTX3	56	0.05605253663388988	19
3440	IFNA2	61	0.05019745836436878	20
84504	NKX6-2	37	0.04970500609298545	21
4036	LRP2	47	0.04951203558331459	22
102723407	LOC102723407	52	0.04691479202536547	23
3320	HSP90AA1	59	0.04417099019536543	24
973	CD79A	68	0.04285734475607038	25
7097	TLR2	58	0.04276796552416622	26
920	CD4	92	0.03960333351131712	27
2149	F2R	45	0.03835282397487132	28
3467	IFNW1	24	0.03548268902994855	29
2524	FUT2	32	0.0348492506319751	30
2539	G6PD	40	0.03373841435206186	31
3700	ITIH4	40	0.03328321538098479	32
2322	FLT3	41	0.03288501379356853	33
55788	LMBRD1	22	0.03194646679190062	34
774	CACNA1B	28	0.03185985614353799	35
7124	TNF	82	0.03128102446115853	36
2120	ETV6	32	0.030224797172927715	37
1440	CSF3	42	0.030214244133250412	38
6947	TCN1	26	0.029945517516430226	39
3586	IL2	52	0.027658880407933257	40
930	CD19	40	0.02633826587459747	41
51293	CD320	19	0.025754857655176034	42
1437	CSF2	36	0.02332383011977769	43
55599	RNPC3	22	0.021637079208851513	44
2069	EREG	32	0.020566551778020328	45
3036	HAS1	20	0.020538678047634925	46
4363	ABCC1	23	0.020251873545882725	47
3105	HLA-A	33	0.020209927389606735	48
3565	IL4	34	0.02010452695066639	49
93978	CLEC6A	16	0.019981101884479904	50
