gene_id	gene_symbol	count	tfidf	rank_tfidf
2316	FLNA	143	1.0100759189093997	1
72	ACTG2	71	0.6178086076840075	2
6928	HNF1B	54	0.38440051777042006	3
23677	SH3BP4	37	0.3303990865834116	4
4629	MYH11	44	0.3111579154586946	5
2318	FLNC	39	0.28753720730420335	6
11093	ADAMTS13	42	0.2853479970586333	7
3778	KCNMA1	23	0.17756387577555743	8
59	ACTA2	27	0.1764231551266998	9
3952	LEP	38	0.17388143047343588	10
3479	IGF1	30	0.1291287156132738	11
5648	MASP1	16	0.12726922738495386	12
2796	GNRH1	23	0.1253546925030552	13
1131	CHRM3	17	0.1228493245156488	14
27163	NAAA	13	0.10754255791757986	15
