gene_id	gene_symbol	count	tfidf	rank_tfidf
3784	KCNQ1	1515	3.7066139092374084	1
3753	KCNE1	358	1.0088177269047052	2
3757	KCNH2	302	0.6834860001740405	3
6331	SCN5A	175	0.4165310695166172	4
9132	KCNQ4	77	0.24297056460459593	5
9992	KCNQ1	32	0.09736815536795407	6
6262	RYR2	29	0.0696709461045094	7
4594	MMUT	18	0.04522521587829142	8
10142	KCNQ1	15	0.04466032411379465	9
3914	LAMB3	15	0.043850408953343835	10
1482	NKX2-5	16	0.04096186427636539	11
801	CALM1	17	0.034799658161902065	12
2520	GAST	14	0.030305700244712866	13
3759	KCNQ1	11	0.029455485267953833	14
6640	KCNQ1	9	0.02917113178060036	15
26766	RNU105C	8	0.02858572500995603	16
4609	MYC	20	0.02764194017248749	17
775	KCNQ1	10	0.02478819605445446	18
1308	COL17A1	9	0.02461888165119617	19
3741	KCNA5	8	0.022651198088912743	20
287	KCNQ1	7	0.020636111078159727	21
6330	KCNQ1	6	0.019453982969056906	22
6651	SON	6	0.018713759155897746	23
3762	KCNJ5	6	0.017862587254967123	24
112476	PRRT2	10	0.017596410332054845	25
6332	SCN7A	5	0.016912688677203396	26
57158	JPH2	5	0.01649647359145519	27
6336	SCN10A	5	0.014066935629450477	28
859	KCNQ1	5	0.013717596508138714	29
5741	PTH	8	0.01351804741770619	30
