gene_id	gene_symbol	count	tfidf	rank_tfidf
4615	MYD88	889	1.354556706335752	1
51135	IRAK4	185	0.38000744134490544	2
1803	DPP4	190	0.29139853837721486	3
7098	TLR3	134	0.20949313789200044	4
4790	NFKB1	222	0.1988633873051492	5
7099	TLR4	137	0.1671055218780826	6
148022	TICAM1	70	0.12904651298958034	7
8517	IKBKG	69	0.12521954894987372	8
54210	TREM1	57	0.11815371814806674	9
627	BDNF	85	0.11256631234640502	10
3554	IL1R1	52	0.08913120367512328	11
114548	DFNA34	60	0.08544834424980814	12
3146	HMGB1	53	0.08115013403997473	13
8205	TAM	34	0.0747981304523199	14
4792	NFKBIA	48	0.07026389136214599	15
2920	CXCL2	41	0.06991167865236624	16
64170	CARD9	31	0.06837842398940441	17
3654	IRAK1	36	0.06643723742704434	18
348	APOE	52	0.06631406600989127	19
7097	TLR2	46	0.06550176648260234	20
7124	TNF	88	0.06482676809340153	21
4915	NTRK2	33	0.05768334727634742	22
4791	NFKB2	30	0.054798939961074794	23
3553	IL1B	54	0.05170750249790597	24
27185	DISC1	24	0.050780916519716994	25
