gene_id	gene_symbol	count	tfidf	rank_tfidf
5617	PRL	4252	3.909061271349231	1
93659	CGB5	175	0.20575284956086168	2
7200	TRH	83	0.1067196294101659	3
2688	GH1	92	0.08255605037119756	4
2796	GNRH1	72	0.07563999365489876	5
3630	INS	88	0.04764180331202068	6
3479	IGF1	50	0.04148373089803309	7
5443	POMC	34	0.030726856975298714	8
5618	PRLR	17	0.02475839979001781	9
8836	GGH	24	0.02437062320743106	10
1813	DRD2	19	0.021783828563443818	11
140578	CHODL	10	0.019999232869354292	12
11341	SCRG1	9	0.01779676916480819	13
7432	VIP	15	0.01764530140292224	14
6283	S100A12	12	0.017225550549258468	15
6462	SHBG	13	0.014458828108665443	16
3952	LEP	16	0.014112235585286759	17
5741	PTH	15	0.013572279449153913	18
7097	TLR2	12	0.011962474979441182	19
2920	CXCL2	10	0.011937420410043859	20
7173	TPO	10	0.01119623550002686	21
3356	HTR2A	9	0.010920560695070473	22
3342	HTC2	8	0.010852533191167106	23
4615	MYD88	10	0.010666944745573094	24
23305	ACSL6	6	0.010620992386464054	25
9370	ADIPOQ	11	0.010422137878496392	26
3906	LALBA	7	0.009930445052738303	27
7099	TLR4	11	0.009393069478225118	28
796	CALCA	9	0.009352697356557855	29
551	AVP	8	0.008507871635104079	30
3576	CXCL8	11	0.008047519745244668	31
6368	CCL23	5	0.007926433328534462	32
51052	PRLH	4	0.007560007512914536	33
3350	HTR1A	6	0.0074927922121329395	34
7054	TH	7	0.007292571374971967	35
1565	CYP2D6	6	0.006764758320790007	36
2691	GHRH	5	0.006634714191785585	37
2064	ERBB2	9	0.006607165647465524	38
6750	SST	6	0.006506499803085596	39
2244	FGB	8	0.006479884001757143	40
929	CD14	7	0.006245943022355507	41
181	AGRP	4	0.005834541526272202	42
313	AOAH	3	0.005720088678614109	43
5020	OXT	5	0.005648816860486905	44
3565	IL4	7	0.005595799954621258	45
6863	TAC1	5	0.005475067187798659	46
6403	SELP	5	0.005428842768663379	47
1588	CYP19A1	5	0.005369174471422908	48
246744	STH	3	0.005307341770062731	49
632	BGLAP	5	0.0051469941060137405	50
3976	LIF	4	0.004701029576019673	51
183	AGT	5	0.0045952982162332165	52
3458	IFNG	6	0.0038673290924784677	53
1621	DBH	3	0.003857575553115969	54
6737	TRIM21	3	0.003518115532854026	55
973	CD79A	4	0.0034082036552505624	56
255239	ANKK1	2	0.0033055870126985024	57
1950	EGF	4	0.0032062778793412565	58
6947	TCN1	2	0.0031141366751970276	59
6866	TAC3	2	0.0031100930952488626	60
3274	HRH2	2	0.003036843873654529	61
9049	AIP	2	0.002946160042841855	62
11331	PHB2	2	0.0029361874349647073	63
3067	HDC	2	0.002924423557264737	64
4221	MEN1	2	0.0027063654371374197	65
5478	PPIA	2	0.0026818059582771952	66
1593	CYP27A1	2	0.0025020819137277018	67
268	AMH	2	0.0023790403581762354	68
4852	NPY	2	0.0023375675242739797	69
1113	CHGA	2	0.0022548049791020963	70
3558	IL2	3	0.0022388829847784847	71
3440	IFNA2	2	0.0022250054927789365	72
7040	TGFB1	3	0.0019561734383672707	73
1636	ACE	2	0.0019329795073098008	74
2641	GCG	2	0.001842130790455824	75
9095	TBX19	1	0.0017855402330420357	76
3569	IL6	3	0.001686527513870796	77
2099	ESR1	2	0.0015382743298955816	78
4922	NTS	1	0.0015268820028467036	79
5449	POU1F1	1	0.0014985551741112664	80
9232	PTTG1	1	0.0014365289559568676	81
7536	SF1	1	0.0014202623676224692	82
1443	CSH2	1	0.001394825984395702	83
1644	DDC	1	0.001375193895414749	84
2922	GRP	1	0.0013231702593510693	85
5744	PTHLH	1	0.0012799104935798027	86
1401	CRP	2	0.001176415115757964	87
920	CD4	2	0.0011639199441915444	88
3560	IL2RB	1	0.0011590803272301794	89
914	CD2	1	0.0011511353201713109	90
2048	EPHB2	1	0.0011455819491780065	91
4023	LPL	1	0.0010671920342204741	92
4803	NGF	1	0.0010574121891642257	93
7124	TNF	2	0.001031445557724149	94
335	APOA1	1	0.0010101174945778512	95
114548	DFNA34	1	0.0009970042669287548	96
3567	IL5	1	0.0009822437761856993	97
338	APOB	1	0.0009762311451755587	98
4051	CYP4F3	1	0.0009761442207684994	99
1084	CEACAM3	1	0.0009605961738038866	100
