gene_id	gene_symbol	count	tfidf	rank_tfidf
778	CACNA1F	2042	1.6603424120246406	1
60506	NYX	892	0.7627478519694761	2
4308	TRPM1	745	0.5977523045313285	3
2916	GRM6	517	0.4165398527599556	4
345193	LRIT3	262	0.2677906761847987	5
6010	RHO	561	0.26726271853983485	6
776	CACNA1D	370	0.2668498507717511	7
3000	GUCY2D	289	0.2357969902154981	8
6247	RS1	227	0.17913785386931472	9
2779	GNAT1	196	0.17204876256123378	10
6295	SAG	221	0.1674177843976799	11
6011	GRK1	198	0.15600928725966917	12
440435	GPR179	154	0.14885620897309065	13
6121	RPE65	215	0.1482164699436609	14
760	CA2	219	0.12132512813700012	15
5959	RDH5	132	0.11165075433379262	16
5158	PDE6B	134	0.10201255322394338	17
2978	GUCA1A	106	0.09067953445437062	18
801	CALM1	170	0.0891633809931806	19
24	ABCA4	135	0.08016864086462824	20
775	CACNA1C	124	0.07875500399260407	21
9699	RIMS2	80	0.0702429663764396	22
54714	CNGB3	77	0.06533720599885462	23
4857	NOVA1	74	0.0606282338971621	24
343035	RD3	67	0.06059140641962684	25
3299	HSF4	69	0.057159098438818216	26
80184	CEP290	75	0.05592707573807128	27
23418	CRB1	70	0.055309113688697016	28
6103	RPGR	74	0.05508938391642167	29
3164	NR4A1	111	0.054110037591284216	30
10002	NR2E3	68	0.053783733179715645	31
93589	CACNA2D4	53	0.04728439982134115	32
9564	BCAR1	76	0.04519171959877553	33
9187	SLC24A1	47	0.04289625205949866	34
1406	CRX	55	0.04068039613673177	35
779	CACNA1S	54	0.03934185273597852	36
9227	LRAT	46	0.03638311362157235	37
3769	KCNJ13	41	0.035691333489843345	38
169522	KCNV2	40	0.034592252062016444	39
145226	RDH12	38	0.03245895467945292	40
346007	EYS	39	0.03235562720159246	41
23746	AIPL1	37	0.031900644843250205	42
414332	LCN10	29	0.03173586170203855	43
23093	TTLL5	35	0.03157515614288051	44
7442	TRPV1	54	0.031116902454035433	45
28907	IGKV5-2	59	0.031057719875798764	46
583	BBS2	38	0.029698452584319916	47
1261	CNGA3	35	0.029380154579711965	48
57096	RPGRIP1	34	0.028781187736279114	49
7399	USH2A	35	0.0250145912532841	50
857	CAV1	45	0.024240508657833774	51
7439	BEST1	31	0.0235859038250035	52
28881	IGKV2D-30	33	0.023432726638356438	53
5961	PRPH2	31	0.02333402674945416	54
6017	RLBP1	28	0.022138687954775742	55
7287	TULP1	25	0.02145230824552025	56
5146	PDE6C	23	0.020135601966232784	57
22999	RIMS1	24	0.019459670155094387	58
64802	NMNAT1	23	0.018124295368574912	59
1121	CHM	23	0.017805315145939634	60
1258	CNGB1	21	0.016937332602678223	61
79054	TRPM8	24	0.016680433862276866	62
1259	CNGA1	19	0.015902871964993785	63
6102	RP2	20	0.01566021006772755	64
79811	SLTM	33	0.015593388857397134	65
114548	DFNA34	32	0.015265849977035024	66
2780	GNAT2	16	0.01401478205314485	67
10461	MERTK	21	0.013706379916639342	68
167691	LCA5	15	0.013685061733118982	69
388531	RGS9BP	14	0.013605822298954585	70
4647	MYO7A	18	0.013346896691892745	71
4901	NRL	17	0.013294447238805488	72
5176	SERPINF1	20	0.013160364750372308	73
6101	RP1	17	0.012779165230194067	74
2784	GNB3	16	0.01223551038319666	75
